Type,School Year,County,District,School,Agency Name,Dropout Rate,DataAsOf
DI,20132014,87,0013,000,WALTHILL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,87,0013,000,WALTHILL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,87,0013,000,WALTHILL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.1095,11/09/2012
DI,20112012,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.1348,11/09/2012
DI,20132014,87,0016,000,UMO N HO N NATION PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,87,0016,000,UMO N HO N NATION PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,87,0016,000,UMO N HO N NATION PUBLIC SCHS,0.0857,12/02/2016
DI,20102011,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,0.0457,11/09/2012
DI,20132014,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,87,0017,000,WINNEBAGO PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,88,0005,000,ORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,88,0005,000,ORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,88,0005,000,ORD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,88,0005,000,ORD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,88,0005,000,ORD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,88,0021,000,ARCADIA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,88,0021,000,ARCADIA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,88,0021,000,ARCADIA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,88,0021,000,ARCADIA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,88,0021,000,ARCADIA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,89,0001,000,BLAIR COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,89,0001,000,BLAIR COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,89,0001,000,BLAIR COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,89,0001,000,BLAIR COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,89,0001,000,BLAIR COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,89,0003,000,FORT CALHOUN COMMUNITY SCHS,-1.0000,11/09/2012
DI,20112012,89,0003,000,FORT CALHOUN COMMUNITY SCHS,-1.0000,11/09/2012
DI,20132014,89,0003,000,FORT CALHOUN COMMUNITY SCHS,-1.0000,11/17/2014
DI,20142015,89,0003,000,FORT CALHOUN COMMUNITY SCHS,-1.0000,11/13/2015
DI,20152016,89,0003,000,FORT CALHOUN COMMUNITY SCHS,-1.0000,12/02/2016
DI,20102011,89,0024,000,ARLINGTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,89,0024,000,ARLINGTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,89,0024,000,ARLINGTON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,89,0024,000,ARLINGTON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,89,0024,000,ARLINGTON PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,90,0017,000,WAYNE COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,90,0017,000,WAYNE COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,90,0017,000,WAYNE COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,90,0017,000,WAYNE COMMUNITY SCHOOLS,0.0245,11/13/2015
DI,20152016,90,0017,000,WAYNE COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,90,0560,000,WAKEFIELD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,90,0595,000,WINSIDE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,90,0595,000,WINSIDE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,90,0595,000,WINSIDE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,90,0595,000,WINSIDE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,90,0595,000,WINSIDE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,91,0002,000,RED CLOUD COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,91,0074,000,BLUE HILL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,91,0074,000,BLUE HILL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,91,0074,000,BLUE HILL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,91,0074,000,BLUE HILL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,91,0074,000,BLUE HILL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,11/09/2012
DI,20112012,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,11/09/2012
DI,20132014,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,11/17/2014
DI,20142015,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,11/13/2015
DI,20152016,92,0045,000,WHEELER CENTRAL SCHOOLS,-1.0000,12/02/2016
DI,20102011,93,0012,000,YORK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,93,0012,000,YORK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,93,0012,000,YORK PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,93,0012,000,YORK PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,93,0012,000,YORK PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,93,0083,000,MC COOL JUNCTION PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,93,0096,000,HEARTLAND COMMUNITY SCHOOLS,-1.0000,12/02/2016
