Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf
DI,20052006,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9375,11/09/2012
DI,20062007,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.8857,11/09/2012
DI,20072008,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.8490,11/09/2012
DI,20082009,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9064,11/09/2012
DI,20092010,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9009,11/09/2012
DI,20102011,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9370,11/09/2012
DI,20112012,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9132,11/09/2012
DI,20122013,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9367,07/03/2013
DI,20132014,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9292,07/07/2014
DI,20142015,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9179,08/18/2015
DI,20152016,07,0006,000,ALLIANCE PUBLIC SCHOOLS,0.9246,12/12/2016
DI,20012002,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9536,11/09/2012
DI,20022003,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9501,11/09/2012
DI,20032004,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9458,11/09/2012
DI,20042005,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9450,11/09/2012
DI,20052006,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9433,11/09/2012
DI,20062007,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9464,11/09/2012
DI,20072008,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9419,11/09/2012
DI,20082009,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9428,11/09/2012
DI,20092010,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9480,11/09/2012
DI,20102011,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9491,11/09/2012
DI,20112012,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9620,11/09/2012
DI,20122013,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9555,07/03/2013
DI,20132014,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9621,07/07/2014
DI,20142015,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9616,08/18/2015
DI,20152016,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,0.9606,12/12/2016
DI,20012002,07,0025,000,EASTPOINT PUBLIC SCHOOL,0.9523,11/09/2012
DI,20022003,07,0025,000,EASTPOINT PUBLIC SCHOOL,0.9635,11/09/2012
DI,20032004,07,0025,000,EASTPOINT PUBLIC SCHOOL,0.9651,11/09/2012
DI,20042005,07,0025,000,EASTPOINT PUBLIC SCHOOL,0.9854,11/09/2012
DI,20052006,07,0025,000,EASTPOINT PUBLIC SCHOOL,0.9710,11/09/2012
DI,20012002,07,0039,000,DIST 039 - BOX BUTTE COUNTY,0.9731,11/09/2012
DI,20022003,07,0039,000,DIST 039 - BOX BUTTE COUNTY,0.9670,11/09/2012
DI,20032004,07,0039,000,DIST 039 - BOX BUTTE COUNTY,0.9258,11/09/2012
DI,20042005,07,0039,000,DIST 039 - BOX BUTTE COUNTY,0.9500,11/09/2012
DI,20052006,07,0039,000,DIST 039 - BOX BUTTE COUNTY,0.9293,11/09/2012
DI,20012002,07,0042,000,DIST 042 - BOX BUTTE COUNTY,0.9502,11/09/2012
DI,20022003,07,0042,000,DIST 042 - BOX BUTTE COUNTY,0.9585,11/09/2012
DI,20032004,07,0042,000,DIST 042 - BOX BUTTE COUNTY,0.9624,11/09/2012
DI,20042005,07,0042,000,DIST 042 - BOX BUTTE COUNTY,0.9582,11/09/2012
DI,20052006,07,0042,000,DIST 042 - BOX BUTTE COUNTY,0.9581,11/09/2012
DI,20012002,07,0044,000,DIST 044 - BOX BUTTE COUNTY,0.9338,11/09/2012
DI,20022003,07,0044,000,DIST 044 - BOX BUTTE COUNTY,0.9376,11/09/2012
DI,20032004,07,0044,000,DIST 044 - BOX BUTTE COUNTY,0.9461,11/09/2012
DI,20042005,07,0044,000,DIST 044 - BOX BUTTE COUNTY,0.9555,11/09/2012
DI,20052006,07,0044,000,DIST 044 - BOX BUTTE COUNTY,0.9666,11/09/2012
DI,20012002,08,0005,000,BUTTE PUBLIC SCHOOLS,,11/09/2012
DI,20022003,08,0005,000,BUTTE PUBLIC SCHOOLS,,11/09/2012
DI,20032004,08,0005,000,BUTTE PUBLIC SCHOOLS,,11/09/2012
DI,20052006,08,0005,000,BUTTE PUBLIC SCHOOLS,,11/09/2012
DI,20012002,08,0036,000,LYNCH PUBLIC SCHOOLS,,11/09/2012
DI,20022003,08,0036,000,LYNCH PUBLIC SCHOOLS,,11/09/2012
DI,20032004,08,0036,000,LYNCH PUBLIC SCHOOLS,,11/09/2012
DI,20042005,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9580,11/09/2012
DI,20052006,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9534,11/09/2012
DI,20062007,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20072008,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9582,11/09/2012
DI,20082009,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9614,11/09/2012
DI,20092010,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9623,11/09/2012
DI,20102011,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9574,11/09/2012
DI,20112012,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9591,11/09/2012
DI,20122013,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9496,07/03/2013
DI,20132014,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9580,07/07/2014
DI,20142015,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9539,08/18/2015
DI,20152016,08,0036,000,LYNCH PUBLIC SCHOOLS,0.9633,12/12/2016
DI,20012002,08,0038,000,SPENCER-NAPER PUBLIC SCHOOLS,,11/09/2012
DI,20022003,08,0038,000,SPENCER-NAPER PUBLIC SCHOOLS,,11/09/2012
DI,20032004,08,0038,000,SPENCER-NAPER PUBLIC SCHOOLS,,11/09/2012
DI,20052006,08,0038,000,SPENCER-NAPER PUBLIC SCHOOLS,,11/09/2012
DI,20072008,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9674,11/09/2012
DI,20082009,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9622,11/09/2012
DI,20092010,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9627,11/09/2012
DI,20102011,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9629,11/09/2012
DI,20112012,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9673,11/09/2012
DI,20122013,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9566,07/03/2013
DI,20132014,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9609,07/07/2014
DI,20142015,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9601,08/18/2015
DI,20152016,08,0050,000,WEST BOYD SCHOOL DISTRICT,0.9586,12/12/2016
DI,20012002,08,2001,000,UNIFIED NIOBRARA-LYNCH,0.9605,11/09/2012
DI,20022003,08,2001,000,UNIFIED NIOBRARA-LYNCH,0.9599,11/09/2012
DI,20032004,08,2001,000,UNIFIED NIOBRARA-LYNCH,0.9564,11/09/2012
DI,20012002,08,2002,000,WEST BOYD UNIFIED SYSTEM,0.9713,11/09/2012
DI,20022003,08,2002,000,WEST BOYD UNIFIED SYSTEM,0.9629,11/09/2012
DI,20032004,08,2002,000,WEST BOYD UNIFIED SYSTEM,0.9658,11/09/2012
DI,20042005,08,2002,000,WEST BOYD UNIFIED SYSTEM,0.9607,11/09/2012
DI,20052006,08,2002,000,WEST BOYD UNIFIED SYSTEM,0.9638,11/09/2012
DI,20062007,08,2002,000,WEST BOYD UNIFIED SYSTEM,0.9653,11/09/2012
DI,20012002,09,0003,000,RAVEN PUBLIC SCHOOL,0.9630,11/09/2012
DI,20022003,09,0003,000,RAVEN PUBLIC SCHOOL,0.9582,11/09/2012
DI,20032004,09,0003,000,RAVEN PUBLIC SCHOOL,0.9500,11/09/2012
DI,20042005,09,0003,000,RAVEN PUBLIC SCHOOL,0.9655,11/09/2012
DI,20052006,09,0003,000,RAVEN PUBLIC SCHOOL,0.9678,11/09/2012
DI,20012002,09,0007,000,HIGHLAND GROVE PUBLIC SCHOOL,0.9782,11/09/2012
DI,20022003,09,0007,000,HIGHLAND GROVE PUBLIC SCHOOL,0.9600,11/09/2012
DI,20032004,09,0007,000,HIGHLAND GROVE PUBLIC SCHOOL,0.9688,11/09/2012
DI,20042005,09,0007,000,HIGHLAND GROVE PUBLIC SCHOOL,0.9800,11/09/2012
DI,20052006,09,0007,000,HIGHLAND GROVE PUBLIC SCHOOL,0.9722,11/09/2012
DI,20012002,09,0009,000,JOHNSTOWN PUBLIC SCHOOL,0.9604,11/09/2012
DI,20012002,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9603,11/09/2012
DI,20022003,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9626,11/09/2012
DI,20032004,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9698,11/09/2012
DI,20042005,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9709,11/09/2012
DI,20052006,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9687,11/09/2012
DI,20062007,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9670,11/09/2012
DI,20072008,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9618,11/09/2012
DI,20082009,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9648,11/09/2012
DI,20092010,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9612,11/09/2012
DI,20102011,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9629,11/09/2012
DI,20112012,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9645,11/09/2012
DI,20122013,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9604,07/03/2013
DI,20132014,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9607,07/07/2014
DI,20142015,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9690,08/18/2015
DI,20152016,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,0.9689,12/12/2016
DI,20012002,09,0014,000,MOONLAKE PUBLIC SCHOOL,0.9967,11/09/2012
DI,20012002,09,0017,000,BUFFALO FLATS PUBLIC SCHOOL,0.9834,11/09/2012
DI,20022003,09,0017,000,BUFFALO FLATS PUBLIC SCHOOL,0.9756,11/09/2012
DI,20032004,09,0017,000,BUFFALO FLATS PUBLIC SCHOOL,0.9849,11/09/2012
DI,20042005,09,0017,000,BUFFALO FLATS PUBLIC SCHOOL,0.9660,11/09/2012
DI,20052006,09,0017,000,BUFFALO FLATS PUBLIC SCHOOL,0.9733,11/09/2012
DI,20012002,09,0021,000,WESTSIDE PUBLIC SCHOOL,0.9822,11/09/2012
DI,20022003,09,0021,000,WESTSIDE PUBLIC SCHOOL,0.9720,11/09/2012
DI,20032004,09,0021,000,WESTSIDE PUBLIC SCHOOL,0.9588,11/09/2012
DI,20012002,09,0065,000,EDDY'S SCHOOL,0.9438,11/09/2012
DI,20022003,09,0065,000,EDDY'S SCHOOL,0.9300,11/09/2012
DI,20032004,09,0065,000,EDDY'S SCHOOL,0.9420,11/09/2012
DI,20042005,09,0065,000,EDDY'S SCHOOL,0.9725,11/09/2012
DI,20012002,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9608,11/09/2012
DI,20022003,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9605,11/09/2012
DI,20032004,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9672,11/09/2012
DI,20042005,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9565,11/09/2012
DI,20052006,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9460,11/09/2012
DI,20062007,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9591,11/09/2012
DI,20072008,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20082009,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9643,11/09/2012
DI,20092010,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9607,11/09/2012
DI,20102011,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9624,11/09/2012
DI,20112012,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9546,11/09/2012
DI,20122013,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9541,07/03/2013
DI,20132014,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9554,07/07/2014
DI,20142015,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9509,08/18/2015
DI,20152016,10,0002,000,GIBBON PUBLIC SCHOOLS,0.9494,12/12/2016
DI,20012002,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9567,11/09/2012
DI,20022003,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9598,11/09/2012
DI,20032004,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9528,11/09/2012
DI,20042005,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9502,11/09/2012
DI,20052006,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9554,11/09/2012
DI,20062007,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9394,11/09/2012
DI,20072008,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9538,11/09/2012
DI,20082009,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20092010,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20102011,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9553,11/09/2012
DI,20112012,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9589,11/09/2012
DI,20122013,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9525,07/03/2013
DI,20132014,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9566,07/07/2014
DI,20142015,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9523,08/18/2015
DI,20152016,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.9543,12/12/2016
DI,20012002,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9576,11/09/2012
DI,20022003,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9613,11/09/2012
DI,20032004,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9625,11/09/2012
DI,20042005,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9607,11/09/2012
DI,20052006,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9630,11/09/2012
DI,20062007,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9585,11/09/2012
DI,20072008,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9600,11/09/2012
DI,20082009,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9646,11/09/2012
DI,20092010,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9594,11/09/2012
DI,20102011,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9577,11/09/2012
DI,20112012,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9613,11/09/2012
DI,20122013,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9530,07/03/2013
DI,20132014,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9366,07/07/2014
DI,20142015,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9415,08/18/2015
DI,20152016,10,0009,000,ELM CREEK PUBLIC SCHOOLS,0.9517,12/12/2016
DI,20012002,10,0012,000,ODESSA PUBLIC SCHOOL,0.9713,11/09/2012
DI,20022003,10,0012,000,ODESSA PUBLIC SCHOOL,0.9537,11/09/2012
DI,20032004,10,0012,000,ODESSA PUBLIC SCHOOL,0.9615,11/09/2012
DI,20042005,10,0012,000,ODESSA PUBLIC SCHOOL,0.9635,11/09/2012
DI,20052006,10,0012,000,ODESSA PUBLIC SCHOOL,0.9624,11/09/2012
DI,20012002,10,0015,000,RIVERDALE PUBLIC SCHOOL,0.9666,11/09/2012
DI,20022003,10,0015,000,RIVERDALE PUBLIC SCHOOL,0.9557,11/09/2012
DI,20032004,10,0015,000,RIVERDALE PUBLIC SCHOOL,0.9656,11/09/2012
DI,20042005,10,0015,000,RIVERDALE PUBLIC SCHOOL,0.9736,11/09/2012
DI,20052006,10,0015,000,RIVERDALE PUBLIC SCHOOL,0.9751,11/09/2012
DI,20012002,10,0016,000,PLEASANT HILL PUBLIC SCHOOL,0.9665,11/09/2012
DI,20022003,10,0016,000,PLEASANT HILL PUBLIC SCHOOL,0.9578,11/09/2012
DI,20032004,10,0016,000,PLEASANT HILL PUBLIC SCHOOL,0.9633,11/09/2012
DI,20042005,10,0016,000,PLEASANT HILL PUBLIC SCHOOL,0.9665,11/09/2012
DI,20052006,10,0016,000,PLEASANT HILL PUBLIC SCHOOL,0.9664,11/09/2012
DI,20012002,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9601,11/09/2012
DI,20022003,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9571,11/09/2012
DI,20032004,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9591,11/09/2012
DI,20042005,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20052006,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9563,11/09/2012
DI,20062007,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9535,11/09/2012
DI,20072008,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9538,11/09/2012
DI,20082009,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9553,11/09/2012
DI,20092010,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9504,11/09/2012
DI,20102011,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9634,11/09/2012
DI,20112012,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9640,11/09/2012
DI,20122013,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9524,07/03/2013
DI,20132014,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9570,07/07/2014
DI,20142015,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9577,08/18/2015
DI,20152016,10,0019,000,SHELTON PUBLIC SCHOOLS,0.9622,12/12/2016
DI,20012002,10,0028,000,CENTER PUBLIC SCHOOL,0.9674,11/09/2012
DI,20022003,10,0028,000,CENTER PUBLIC SCHOOL,0.9694,11/09/2012
DI,20032004,10,0028,000,CENTER PUBLIC SCHOOL,0.9673,11/09/2012
DI,20042005,10,0028,000,CENTER PUBLIC SCHOOL,0.9691,11/09/2012
DI,20052006,10,0028,000,CENTER PUBLIC SCHOOL,0.9714,11/09/2012
DI,20012002,10,0036,000,STONE PUBLIC SCHOOL,0.9682,11/09/2012
DI,20022003,10,0036,000,STONE PUBLIC SCHOOL,0.9727,11/09/2012
DI,20032004,10,0036,000,STONE PUBLIC SCHOOL,0.9707,11/09/2012
DI,20042005,10,0036,000,STONE PUBLIC SCHOOL,0.9746,11/09/2012
DI,20052006,10,0036,000,STONE PUBLIC SCHOOL,0.9661,11/09/2012
DI,20012002,10,0065,000,DIST 065 - BUFFALO COUNTY,-1.0000,11/09/2012
DI,20022003,10,0065,000,DIST 065 - BUFFALO COUNTY,0.9850,11/09/2012
DI,20032004,10,0065,000,DIST 065 - BUFFALO COUNTY,0.9800,11/09/2012
DI,20042005,10,0065,000,DIST 065 - BUFFALO COUNTY,0.9900,11/09/2012
DI,20052006,10,0065,000,DIST 065 - BUFFALO COUNTY,0.9889,11/09/2012
DI,20012002,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9674,11/09/2012
DI,20022003,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9635,11/09/2012
DI,20032004,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9665,11/09/2012
DI,20042005,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9669,11/09/2012
DI,20052006,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9678,11/09/2012
DI,20062007,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20072008,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9524,11/09/2012
DI,20082009,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9630,11/09/2012
DI,20092010,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9610,11/09/2012
DI,20102011,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9624,11/09/2012
DI,20112012,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9667,11/09/2012
DI,20122013,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9634,07/03/2013
DI,20132014,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9630,07/07/2014
DI,20142015,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9543,08/18/2015
DI,20152016,10,0069,000,RAVENNA PUBLIC SCHOOLS,0.9580,12/12/2016
DI,20012002,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9600,11/09/2012
DI,20022003,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9592,11/09/2012
DI,20032004,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9639,11/09/2012
DI,20042005,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9622,11/09/2012
DI,20052006,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9630,11/09/2012
DI,20062007,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9673,11/09/2012
DI,20072008,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9629,11/09/2012
DI,20082009,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9664,11/09/2012
DI,20092010,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9595,11/09/2012
DI,20102011,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9592,11/09/2012
DI,20112012,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9662,11/09/2012
DI,20122013,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9537,07/03/2013
DI,20132014,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9601,07/07/2014
DI,20142015,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9490,08/18/2015
DI,20152016,10,0105,000,PLEASANTON PUBLIC SCHOOLS,0.9569,12/12/2016
DI,20012002,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9750,11/09/2012
DI,20022003,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9706,11/09/2012
DI,20032004,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9715,11/09/2012
DI,20042005,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9639,11/09/2012
DI,20052006,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9687,11/09/2012
DI,20062007,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9645,11/09/2012
DI,20072008,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9657,11/09/2012
DI,20082009,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9633,11/09/2012
DI,20092010,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9610,11/09/2012
DI,20102011,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9613,11/09/2012
DI,20112012,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9701,11/09/2012
DI,20122013,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9657,07/03/2013
DI,20132014,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9682,07/07/2014
DI,20142015,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9599,08/18/2015
DI,20152016,10,0119,000,AMHERST PUBLIC SCHOOLS,0.9622,12/12/2016
DI,20012002,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9566,11/09/2012
DI,20022003,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9616,11/09/2012
DI,20032004,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9604,11/09/2012
DI,20042005,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9595,11/09/2012
DI,20052006,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9615,11/09/2012
DI,20062007,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9600,11/09/2012
DI,20072008,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9663,11/09/2012
DI,20082009,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9605,11/09/2012
DI,20092010,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9576,11/09/2012
DI,20102011,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9579,11/09/2012
DI,20112012,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9653,11/09/2012
DI,20122013,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9591,07/03/2013
DI,20132014,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9623,07/07/2014
DI,20142015,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9626,08/18/2015
DI,20152016,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,0.9547,12/12/2016
DI,20012002,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9627,11/09/2012
DI,20022003,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9572,11/09/2012
DI,20032004,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9610,11/09/2012
DI,20042005,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9654,11/09/2012
DI,20052006,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9681,11/09/2012
DI,20062007,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9644,11/09/2012
DI,20072008,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9634,11/09/2012
DI,20082009,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9635,11/09/2012
DI,20092010,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9607,11/09/2012
DI,20102011,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9702,11/09/2012
DI,20112012,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9727,11/09/2012
DI,20122013,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9837,07/03/2013
DI,20132014,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9677,07/07/2014
DI,20142015,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9631,08/18/2015
DI,20152016,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,0.9669,12/12/2016
DI,20012002,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9511,11/09/2012
DI,20022003,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9584,11/09/2012
DI,20032004,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9529,11/09/2012
DI,20042005,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9539,11/09/2012
DI,20052006,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9541,11/09/2012
DI,20062007,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9519,11/09/2012
DI,20072008,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9533,11/09/2012
DI,20082009,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9503,11/09/2012
DI,20092010,11,0020,000,LYONS-DECATUR NORTHEAST SCHS,0.9462,11/09/2012
